best_date,date_source,candidate,support_oppose,side,committee,amount,description,payee,expenditure_date,dissemination_date,filed_date,form,source,file_number,pdf_url,committee_id,candidate_id,also_listed_as,duplicate_of,first_seen,fingerprint
2026-06-08,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,996.28,TRAVEL EXPENSES FOR CANVASSER,"DE LA CRUZ, DARIUS",2026-06-08,2026-06-08,2026-07-18,F3X,processed,1999178,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887311,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|996|2026-06-08|TRAVELEXPENSESFORCANVASS
2026-06-08,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1028.74,SUPPLIES FOR CANVASSING,"PONDER, JONATHAN",2026-06-08,2026-06-08,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887359,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1028|2026-06-08|SUPPLIESFORCANVASSING
2026-06-08,disseminated,Manny Rutinel,Support,Friendly,YOU CAN PUSH BACK,13272.64,TV AD PRODUCTION,PUTNAM PARTNERS,2026-06-05,2026-06-08,2026-06-19,F24,processed,1985660,https://docquery.fec.gov/cgi-bin/fecimg/?202606199870840579,C00946830,H6CO08013,,,2026-09-07T21:55:06+00:00,C00946830|H6CO08013|S|13272|2026-06-08|TVADPRODUCTION
2026-06-08,disseminated,Manny Rutinel,Support,Friendly,YOU CAN PUSH BACK,14411.93,TV AD PRODUCTION,PUTNAM PARTNERS,2026-05-21,2026-06-08,2026-06-19,F24,processed,1985660,https://docquery.fec.gov/cgi-bin/fecimg/?202606199870840580,C00946830,H6CO08013,,,2026-09-07T21:55:06+00:00,C00946830|H6CO08013|S|14411|2026-06-08|TVADPRODUCTION
2026-06-08,disseminated,Manny Rutinel,Support,Friendly,YOU CAN PUSH BACK,84496.99,TELEVISION ADS,BLUEWEST MEDIA,2026-06-05,2026-06-08,2026-06-19,F24,processed,1985660,https://docquery.fec.gov/cgi-bin/fecimg/?202606199870840578,C00946830,H6CO08013,,,2026-09-07T21:55:06+00:00,C00946830|H6CO08013|S|84496|2026-06-08|TELEVISIONADS
2026-06-08,disseminated,Manny Rutinel,Support,Friendly,YOU CAN PUSH BACK,85994.25,DIGITAL ADS,BLUEWEST MEDIA,2026-06-05,2026-06-08,2026-06-19,F24,processed,1985660,https://docquery.fec.gov/cgi-bin/fecimg/?202606199870840579,C00946830,H6CO08013,,,2026-09-07T21:55:06+00:00,C00946830|H6CO08013|S|85994|2026-06-08|DIGITALADS
2026-06-08,disseminated,Manny Rutinel,Support,Friendly,YOU CAN PUSH BACK,778767.76,TELEVISION ADS,BLUEWEST MEDIA,2026-06-05,2026-06-08,2026-06-19,F24,processed,1985660,https://docquery.fec.gov/cgi-bin/fecimg/?202606199870840578,C00946830,H6CO08013,,,2026-09-07T21:55:06+00:00,C00946830|H6CO08013|S|778767|2026-06-08|TELEVISIONADS
2026-06-05,disseminated,Manny Rutinel,Support,Friendly,WORKING FAMILIES PARTY PAC,2500.00,CANVASS (IN-KIND CONTRIBUTION),UNITED FOR A NEW ECONOMY ACTION,2026-06-05,2026-06-05,2026-07-20,F3X,processed,2000712,https://docquery.fec.gov/cgi-bin/fecimg/?202607209894350152,C00606962,H6CO08013,,,2026-09-07T21:55:06+00:00,C00606962|H6CO08013|S|2500|2026-06-05|CANVASSINKINDCONTRIBUTIO
2026-06-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,43.46,TRAVEL EXPENSES FOR CANVASSER,"PONDER, JONATHAN",2026-06-05,2026-06-05,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887358,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|43|2026-06-05|TRAVELEXPENSESFORCANVASS
2026-06-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,69.44,OFFICE SUPPLIES,"PONDER, JONATHAN",2026-06-05,2026-06-05,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887358,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|69|2026-06-05|OFFICESUPPLIES
2026-06-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,89.95,SOFTWARE,"HOLMES, JARREK R.",2026-06-05,2026-06-05,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887350,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|89|2026-06-05|SOFTWARE
2026-06-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,127.99,MEETING WITH CANVASSERS,"HOLMES, JARREK R.",2026-06-05,2026-06-05,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887350,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|127|2026-06-05|MEETINGWITHCANVASSERS
2026-06-05,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,10000.00,TV MEDIA BUY,WATERFRONT STRATEGIES,2026-06-03,2026-06-05,2026-06-05,F24,processed,1981482,https://docquery.fec.gov/cgi-bin/fecimg/?202606059870432272,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|10000|2026-06-05|TVMEDIABUY
2026-06-04,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,19634.50,DIGITAL MEDIA BUY,WATERFRONT STRATEGIES,2026-06-03,2026-06-04,2026-06-05,F24,processed,1981482,https://docquery.fec.gov/cgi-bin/fecimg/?202606059870432271,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|19634|2026-06-04|DIGITALMEDIABUY
2026-06-04,disseminated,Manny Rutinel,Support,Friendly,SOMOS PAC,41726.20,DIRECT MAIL - ESTIMATE,"CLERMONT GROUP, LLC",2026-06-04,2026-06-04,2026-06-05,F24,processed,1981572,https://docquery.fec.gov/cgi-bin/fecimg/?202606059870433644,C00724203,H6CO08013,,,2026-09-07T21:55:06+00:00,C00724203|H6CO08013|S|41726|2026-06-04|DIRECTMAIL
2026-06-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,11.00,STORAGE UNIT,"PRYOR-LEASE, RACHEL",2026-06-03,2026-06-03,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887364,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|11|2026-06-03|STORAGEUNIT
2026-06-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,77.09,FOOD FOR CANVASSERS,"APPLEBAUM, ALICE",2026-06-03,2026-06-03,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887347,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|77|2026-06-03|FOODFORCANVASSERS
2026-06-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,78.18,FOOD FOR CANVASSERS,"MURPHY, CHRISTINE",2026-06-03,2026-06-03,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887354,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|78|2026-06-03|FOODFORCANVASSERS
2026-06-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,100.00,ELECTION NIGHT ACTIVITIES,"PRYOR-LEASE, RACHEL",2026-06-03,2026-06-03,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887364,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|100|2026-06-03|ELECTIONNIGHTACTIVITIES
2026-06-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,106.87,SUPPLIES FOR CANVASSING,"PONDER, JONATHAN",2026-06-03,2026-06-03,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887357,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|106|2026-06-03|SUPPLIESFORCANVASSING
2026-06-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,194.51,MEETINGS WITH CANVASSERS,"HOLMES, JARREK R.",2026-06-03,2026-06-03,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887349,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|194|2026-06-03|MEETINGSWITHCANVASSERS
2026-06-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,473.57,LIFE INSURANCE,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,2026-06-01,2026-06-01,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887349,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|473|2026-06-01|LIFEINSURANCE
2026-06-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1828.06,HEALTH INSURANCE,KAISER PERMANENTE,2026-06-01,2026-06-01,2026-07-18,F3X,processed,1999179,https://docquery.fec.gov/cgi-bin/fecimg/?202607189890887353,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1828|2026-06-01|HEALTHINSURANCE
2026-06-01,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,89260.00,TV MEDIA BUY,WATERFRONT STRATEGIES,2026-06-01,2026-06-01,2026-06-01,F24,processed,1980760,https://docquery.fec.gov/cgi-bin/fecimg/?202606019870349095,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|89260|2026-06-01|TVMEDIABUY
2026-05-30,disseminated,Manny Rutinel,Support,Friendly,WORKING FAMILIES PARTY PAC,1024.14,PRINTED LITERATURE,CORAZON PRINTING,2026-05-27,2026-05-30,2026-06-20,F3X,processed,1985977,https://docquery.fec.gov/cgi-bin/fecimg/?202606209870884925,C00606962,H6CO08013,,,2026-09-07T21:55:06+00:00,C00606962|H6CO08013|S|1024|2026-05-30|PRINTEDLITERATURE
2026-05-29,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,770.38,SALARY,"HOLMES, JARREK R.",2026-05-29,2026-05-29,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665626,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|770|2026-05-29|SALARY
2026-05-29,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1975.04,PAYROLL TAXES,PAYROLL TAXES,2026-05-29,2026-05-29,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665629,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1975|2026-05-29|PAYROLLTAXES
2026-05-29,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,2207.87,SALARY,"PONDER, JONATHAN",2026-05-29,2026-05-29,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665632,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|2207|2026-05-29|SALARY
2026-05-29,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,2429.94,SALARY,"PRYOR-LEASE, RACHEL",2026-05-29,2026-05-29,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665637,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|2429|2026-05-29|SALARY
2026-05-29,disseminated,Manny Rutinel,Oppose,Unfriendly,PRO-CHOICE MAJORITY 2026,46665.62,DIRECT MAIL ADVERTISING,THE STRATEGY GROUP,2026-05-21,2026-05-29,2026-05-29,F24,processed,1980256,https://docquery.fec.gov/cgi-bin/fecimg/?202605299870345199,C00894063,H6CO08013,,,2026-09-07T21:55:06+00:00,C00894063|H6CO08013|O|46665|2026-05-29|DIRECTMAILADVERTISING
2026-05-28,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,512.16,SALARY,"DOYLE, COLLEEN",2026-05-28,2026-05-28,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665568,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|512|2026-05-28|SALARY
2026-05-28,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,610.95,SALARY,"DE LA CRUZ, DARIUS",2026-05-28,2026-05-28,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665564,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|610|2026-05-28|SALARY
2026-05-28,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,699.09,SALARY,"DICAMILLO, NATHAN",2026-05-28,2026-05-28,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665565,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|699|2026-05-28|SALARY
2026-05-28,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,749.19,PAYROLL TAXES,PAYROLL TAXES,2026-05-28,2026-05-28,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665572,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|749|2026-05-28|PAYROLLTAXES
2026-05-28,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,21664.02,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-05-28,,2026-05-28,F5,processed,1980149,https://docquery.fec.gov/cgi-bin/fecimg/?202605289870323690,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|21664|2026-05-28|DIRECTMAILSERVICES
2026-05-28,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,25000.00,TV MEDIA BUY,WATERFRONT STRATEGIES,2026-05-28,2026-05-28,2026-05-28,F24,processed,1980046,https://docquery.fec.gov/cgi-bin/fecimg/?202605289870318020,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|25000|2026-05-28|TVMEDIABUY
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,9.96,FOOD FOR CANVASSERS,"HOLMES, JARREK R.",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665626,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|9|2026-05-27|FOODFORCANVASSERS
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,15.00,SOFTWARE,"HOLMES, JARREK R.",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665625,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|15|2026-05-27|SOFTWARE
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,26.46,FOOD FOR CANVASSERS,"PRYOR-LEASE, RACHEL",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665636,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|26|2026-05-27|FOODFORCANVASSERS
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,30.00,EVENT ADMISSION,"PONDER, JONATHAN",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665632,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|30|2026-05-27|EVENTADMISSION
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,140.50,MEETING WITH CANVASSERS,"HOLMES, JARREK R.",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665625,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|140|2026-05-27|MEETINGWITHCANVASSERS
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,151.38,FOOD FOR CANVASSERS,"APPLEBAUM, ALICE",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665621,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|151|2026-05-27|FOODFORCANVASSERS
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,159.83,OFFICE SUPPLIES,"PRYOR-LEASE, RACHEL",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665636,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|159|2026-05-27|OFFICESUPPLIES
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,206.49,FOOD FOR CANVASSERS,"YOUNG, ELIZABETH",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665638,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|206|2026-05-27|FOODFORCANVASSERS
2026-05-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,776.09,TRAVEL EXPENSES FOR CANVASSER,"PONDER, JONATHAN",2026-05-27,2026-05-27,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665631,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|776|2026-05-27|TRAVELEXPENSESFORCANVASS
2026-05-27,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,49878.00,DIGITAL TV AD BUY,LIM CONSULTING SERVICES,2026-05-27,,2026-05-28,F5,processed,1980149,https://docquery.fec.gov/cgi-bin/fecimg/?202605289870323689,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|49878|2026-05-27|DIGITALTVADBUY
2026-05-27,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,75122.00,DIGITAL AD BUY,LIM CONSULTING SERVICES,2026-05-27,,2026-05-28,F5,processed,1980149,https://docquery.fec.gov/cgi-bin/fecimg/?202605289870323689,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|75122|2026-05-27|DIGITALADBUY
2026-05-27,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,19634.50,DIGITAL MEDIA BUY,WATERFRONT STRATEGIES,2026-05-26,2026-05-27,2026-05-27,F24,processed,1979847,https://docquery.fec.gov/cgi-bin/fecimg/?202605279870291124,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|19634|2026-05-27|DIGITALMEDIABUY
2026-05-27,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,64260.00,TV MEDIA BUY,WATERFRONT STRATEGIES,2026-05-26,2026-05-27,2026-05-27,F24,processed,1979847,https://docquery.fec.gov/cgi-bin/fecimg/?202605279870291123,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|64260|2026-05-27|TVMEDIABUY
2026-05-26,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,75.00,WORKERS' COMPENSATION INSURANCE,NEXT INSURANCE,2026-05-26,2026-05-26,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665628,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|75|2026-05-26|WORKERSCOMPENSATIONINSUR
2026-05-26,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,20235.03,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-05-26,,2026-05-27,F5,processed,1979645,https://docquery.fec.gov/cgi-bin/fecimg/?202605279870288708,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|20235|2026-05-26|DIRECTMAILSERVICES
2026-05-26,disseminated,Manny Rutinel,Oppose,Unfriendly,PRO-CHOICE MAJORITY 2026,46665.62,DIRECT MAIL ADVERTISING,THE STRATEGY GROUP,2026-05-21,2026-05-26,2026-05-27,F24,processed,1979749,https://docquery.fec.gov/cgi-bin/fecimg/?202605279870289999,C00894063,H6CO08013,,,2026-09-07T21:55:06+00:00,C00894063|H6CO08013|O|46665|2026-05-26|DIRECTMAILADVERTISING
2026-05-22,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,2791.04,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-05-22,,2026-05-22,F5,processed,1979050,https://docquery.fec.gov/cgi-bin/fecimg/?202605229870272817,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|2791|2026-05-22|DIRECTMAILSERVICES
2026-05-22,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,6710.35,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-05-22,,2026-05-22,F5,processed,1979050,https://docquery.fec.gov/cgi-bin/fecimg/?202605229870272818,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|6710|2026-05-22|DIRECTMAILSERVICES
2026-05-22,disseminated,Manny Rutinel,Oppose,Unfriendly,PRO-CHOICE MAJORITY 2026,23290.26,DIRECT MAIL ADVERTISING,THE STRATEGY GROUP,2026-05-21,2026-05-22,2026-05-22,F24,processed,1978891,https://docquery.fec.gov/cgi-bin/fecimg/?202605229870271348,C00894063,H6CO08013,,,2026-09-07T21:55:06+00:00,C00894063|H6CO08013|O|23290|2026-05-22|DIRECTMAILADVERTISING
2026-05-19,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,210997.00,TV MEDIA BUY,WATERFRONT STRATEGIES,2026-05-18,2026-05-19,2026-05-20,F24,processed,1976955,https://docquery.fec.gov/cgi-bin/fecimg/?202605209867444254,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|210997|2026-05-19|TVMEDIABUY
2026-05-15,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,86.77,SUPPLIES FOR CANVASSING,"PONDER, JONATHAN",2026-05-15,2026-05-15,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665631,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|86|2026-05-15|SUPPLIESFORCANVASSING
2026-05-15,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,772.29,SALARY,"HOLMES, JARREK R.",2026-05-15,2026-05-15,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665624,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|772|2026-05-15|SALARY
2026-05-15,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,2007.90,PAYROLL TAXES,PAYROLL TAXES,2026-05-15,2026-05-15,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665629,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|2007|2026-05-15|PAYROLLTAXES
2026-05-15,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,2213.61,SALARY,"PONDER, JONATHAN",2026-05-15,2026-05-15,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665630,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|2213|2026-05-15|SALARY
2026-05-15,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,2515.02,SALARY,"PRYOR-LEASE, RACHEL",2026-05-15,2026-05-15,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665635,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|2515|2026-05-15|SALARY
2026-05-14,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,111.70,PAYROLL TAXES,PAYROLL TAXES,2026-05-14,2026-05-14,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665572,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|111|2026-05-14|PAYROLLTAXES
2026-05-14,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,217.23,SALARY,"DE LA CRUZ, DARIUS",2026-05-14,2026-05-14,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665563,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|217|2026-05-14|SALARY
2026-05-14,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,250000.00,ADVERTISING - DIGITAL AD BUY,LIM CONSULTING SERVICES,2026-05-14,,2026-05-16,F5,processed,1975410,https://docquery.fec.gov/cgi-bin/fecimg/?202605169866977216,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|250000|2026-05-14|ADVERTISINGDIGITALADBUY
2026-05-14,disseminated,Manny Rutinel,Support,Friendly,PAF,50000.00,DIGITAL ADVERTISING,STACKADAPT,2026-05-14,2026-05-14,2026-05-15,F24,processed,1975263,https://docquery.fec.gov/cgi-bin/fecimg/?202605159866975220,C00754069,H6CO08013,,,2026-09-07T21:55:06+00:00,C00754069|H6CO08013|S|50000|2026-05-14|DIGITALADVERTISING
2026-05-13,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,968.00,MEDIA PRODUCTION,SKDKNICKERBOCKER LLC,2026-05-21,2026-05-13,2026-05-14,F24,processed,1974961,https://docquery.fec.gov/cgi-bin/fecimg/?202605149866965650,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|968|2026-05-13|MEDIAPRODUCTION
2026-05-13,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,7145.50,MEDIA PRODUCTION,SKDKNICKERBOCKER LLC,2026-05-21,2026-05-13,2026-05-14,F24,processed,1974961,https://docquery.fec.gov/cgi-bin/fecimg/?202605149866965649,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|7145|2026-05-13|MEDIAPRODUCTION
2026-05-13,disseminated,Manny Rutinel,Oppose,Unfriendly,WOMEN VOTE,206985.50,TV MEDIA BUY,WATERFRONT STRATEGIES,2026-05-11,2026-05-13,2026-05-14,F24,processed,1974961,https://docquery.fec.gov/cgi-bin/fecimg/?202605149866965651,C00473918,H6CO08013,,,2026-09-07T21:55:06+00:00,C00473918|H6CO08013|O|206985|2026-05-13|TVMEDIABUY
