best_date,date_source,candidate,support_oppose,side,committee,amount,description,payee,expenditure_date,dissemination_date,filed_date,form,source,file_number,pdf_url,committee_id,candidate_id,also_listed_as,duplicate_of,first_seen,fingerprint
2026-05-11,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,20.50,OFFICE SUPPLIES,"PRYOR-LEASE, RACHEL",2026-05-11,2026-05-11,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665635,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|20|2026-05-11|OFFICESUPPLIES
2026-05-11,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,39.58,WORKERS' COMPENSATION INSURANCE,NEXT INSURANCE,2026-05-11,2026-05-11,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665627,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|39|2026-05-11|WORKERSCOMPENSATIONINSUR
2026-05-11,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,71.50,FOOD FOR CANVASSERS,"MURPHY, CHRISTINE",2026-05-11,2026-05-11,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665627,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|71|2026-05-11|FOODFORCANVASSERS
2026-05-11,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,85.77,FOOD FOR CANVASSERS,"YOUNG, ELIZABETH",2026-05-11,2026-05-11,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665638,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|85|2026-05-11|FOODFORCANVASSERS
2026-05-11,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,89.95,SOFTWARE,"HOLMES, JARREK R.",2026-05-11,2026-05-11,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665624,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|89|2026-05-11|SOFTWARE
2026-05-11,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,908.06,TRAVEL EXPENSES FOR CANVASSER,"HOLMES, JARREK R.",2026-05-11,2026-05-11,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665623,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|908|2026-05-11|TRAVELEXPENSESFORCANVASS
2026-05-08,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,483.87,CONSULTING,"FLEISCHER, DAVID",2026-05-08,2026-05-08,2026-06-15,F3X,processed,1983409,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665569,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|483|2026-05-08|CONSULTING
2026-05-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,19.32,FOOD FOR CANVASSERS,"PRYOR-LEASE, RACHEL",2026-05-05,2026-05-05,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665634,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|19|2026-05-05|FOODFORCANVASSERS
2026-05-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,39.10,STORAGE UNIT,"PRYOR-LEASE, RACHEL",2026-05-05,2026-05-05,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665633,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|39|2026-05-05|STORAGEUNIT
2026-05-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,79.82,FOOD FOR CANVASSERS,"YOUNG, ELIZABETH",2026-05-05,2026-05-05,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665637,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|79|2026-05-05|FOODFORCANVASSERS
2026-05-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,84.01,OFFICE SUPPLIES,"PRYOR-LEASE, RACHEL",2026-05-05,2026-05-05,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665634,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|84|2026-05-05|OFFICESUPPLIES
2026-05-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,151.02,SOFTWARE,"HOLMES, JARREK R.",2026-05-05,2026-05-05,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665623,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|151|2026-05-05|SOFTWARE
2026-05-05,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,354.18,TRAVEL EXPENSES FOR CANVASSER,"HOLMES, JARREK R.",2026-05-05,2026-05-05,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665622,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|354|2026-05-05|TRAVELEXPENSESFORCANVASS
2026-05-04,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,26574.28,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-05-04,,2026-05-04,F5,processed,1972594,https://docquery.fec.gov/cgi-bin/fecimg/?202605049866799416,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|26574|2026-05-04|DIRECTMAILSERVICES
2026-05-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,61.39,LIFE INSURANCE,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,2026-05-01,2026-05-01,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665621,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|61|2026-05-01|LIFEINSURANCE
2026-05-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,770.37,SALARY,"HOLMES, JARREK R.",2026-05-01,2026-05-01,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665622,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|770|2026-05-01|SALARY
2026-05-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1167.65,SALARY,"PONDER, JONATHAN",2026-05-01,2026-05-01,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665630,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1167|2026-05-01|SALARY
2026-05-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1179.32,PAYROLL TAXES,PAYROLL TAXES,2026-05-01,2026-05-01,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665628,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1179|2026-05-01|PAYROLLTAXES
2026-05-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1395.95,SALARY,"PRYOR-LEASE, RACHEL",2026-05-01,2026-05-01,2026-06-15,F3X,processed,1983413,https://docquery.fec.gov/cgi-bin/fecimg/?202606159870665633,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1395|2026-05-01|SALARY
2026-05-01,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,26574.28,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-05-01,,2026-05-02,F5,processed,1972297,https://docquery.fec.gov/cgi-bin/fecimg/?202605029866788627,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|26574|2026-05-01|DIRECTMAILSERVICES
2026-04-30,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,22.80,FOOD FOR CANVASSERS,"PRYOR-LEASE, RACHEL",2026-04-30,2026-04-30,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428877,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|22|2026-04-30|FOODFORCANVASSERS
2026-04-30,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,65.46,OFFICE SUPPLIES,"PONDER, JONATHAN",2026-04-30,2026-04-30,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428874,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|65|2026-04-30|OFFICESUPPLIES
2026-04-30,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,365.76,FOOD FOR CANVASSERS,"YOUNG, ELIZABETH",2026-04-30,2026-04-30,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428878,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|365|2026-04-30|FOODFORCANVASSERS
2026-04-30,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,3349.60,ROOM RENTAL FOR CANVASSERS,"HOLMES, JARREK R.",2026-04-30,2026-04-30,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428871,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|3349|2026-04-30|ROOMRENTALFORCANVASSERS
2026-04-29,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,573.37,HEALTH INSURANCE,KAISER PERMANENTE,2026-04-29,2026-04-29,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428871,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|573|2026-04-29|HEALTHINSURANCE
2026-04-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,5.72,WORKERS' COMPENSATION INSURANCE,NEXT INSURANCE,2026-04-27,2026-04-27,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428872,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|5|2026-04-27|WORKERSCOMPENSATIONINSUR
2026-04-27,disseminated,Gabe Evans,Support,Unfriendly,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",4181.00,DOORHANGER PRODUCTION,FCG MAIL LLC,2026-04-27,2026-04-27,2026-04-29,F24,processed,1971690,https://docquery.fec.gov/cgi-bin/fecimg/?202604299866728421,C00687103,H4CO08034,,,2026-09-07T21:55:06+00:00,C00687103|H4CO08034|S|4181|2026-04-27|DOORHANGERPRODUCTION
2026-04-25,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,18000.00,ADVERTISING - DIGITAL,JACOBSON & ZILBER STRATEGIES LLC,2026-04-25,,2026-04-27,F5,processed,1971403,https://docquery.fec.gov/cgi-bin/fecimg/?202604279866708985,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|18000|2026-04-25|ADVERTISINGDIGITAL
2026-04-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,15.00,SOFTWARE,"HOLMES, JARREK R.",2026-04-23,2026-04-23,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428870,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|15|2026-04-23|SOFTWARE
2026-04-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,70.85,LITERATURE,"HOLMES, JARREK R.",2026-04-23,2026-04-23,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428870,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|70|2026-04-23|LITERATURE
2026-04-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,106.60,SOFTWARE,"PRYOR-LEASE, RACHEL",2026-04-23,2026-04-23,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428876,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|106|2026-04-23|SOFTWARE
2026-04-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,415.19,OFFICE SUPPLIES,"PRYOR-LEASE, RACHEL",2026-04-23,2026-04-23,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428876,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|415|2026-04-23|OFFICESUPPLIES
2026-04-23,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,85000.00,ADVERTISING - TV AD BUY,LIM CONSULTING SERVICES,2026-04-23,,2026-04-23,F5,processed,1970957,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866687869,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|85000|2026-04-23|ADVERTISINGTVADBUY
2026-04-22,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,26574.28,DIRECT MAIL SERVICES,THE CLERMONT GROUP LLC,2026-04-22,,2026-04-23,F5,processed,1970957,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866687869,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|26574|2026-04-22|DIRECTMAILSERVICES
2026-04-21,expenditure,Manny Rutinel,Support,Friendly,LATINO VICTORY PROJECT,65000.00,ADVERTISING - DIGITAL AD BUY,LIM CONSULTING SERVICES,2026-04-21,,2026-04-23,F5,processed,1970957,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866687869,C90015181,H6CO08013,,,2026-09-07T21:55:06+00:00,C90015181|H6CO08013|S|65000|2026-04-21|ADVERTISINGDIGITALADBUY
2026-04-17,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,379.65,SALARY,"PRYOR-LEASE, RACHEL",2026-04-17,2026-04-17,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428875,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|379|2026-04-17|SALARY
2026-04-17,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,455.76,PAYROLL TAXES,PAYROLL TAXES,2026-04-17,2026-04-17,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428873,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|455|2026-04-17|PAYROLLTAXES
2026-04-17,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,772.29,SALARY,"HOLMES, JARREK R.",2026-04-17,2026-04-17,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428869,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|772|2026-04-17|SALARY
2026-04-13,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,4.68,WORKERS' COMPENSATION INSURANCE,NEXT INSURANCE,2026-04-13,2026-04-13,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428872,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|4|2026-04-13|WORKERSCOMPENSATIONINSUR
2026-04-13,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,87.70,SOFTWARE,"HOLMES, JARREK R.",2026-04-13,2026-04-13,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428869,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|87|2026-04-13|SOFTWARE
2026-04-10,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,17.34,SUPPLIES FOR CANVASSING,"HOLMES, JARREK R.",2026-04-10,2026-04-10,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428868,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|17|2026-04-10|SUPPLIESFORCANVASSING
2026-04-09,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,288.73,TRAVEL EXPENSES FOR CANVASSER,"HOLMES, JARREK R.",2026-04-09,2026-04-09,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428868,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|288|2026-04-09|TRAVELEXPENSESFORCANVASS
2026-04-07,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,250.00,CAMPAIGN CONSULTING,"PONDER, JONATHAN",2026-04-07,2026-04-07,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428874,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|250|2026-04-07|CAMPAIGNCONSULTING
2026-04-06,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,169.63,SOFTWARE,"HOLMES, JARREK R.",2026-04-06,2026-04-06,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428867,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|169|2026-04-06|SOFTWARE
2026-04-06,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,248.54,FOOD FOR CANVASSERS,"YOUNG, ELIZABETH",2026-04-06,2026-04-06,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428877,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|248|2026-04-06|FOODFORCANVASSERS
2026-04-06,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,2000.00,ROOM RENTAL FOR CANVASSERS,"HOLMES, JARREK R.",2026-04-06,2026-04-06,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428867,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|2000|2026-04-06|ROOMRENTALFORCANVASSERS
2026-04-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,314.88,SALARY,"PRYOR-LEASE, RACHEL",2026-04-03,2026-04-03,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428875,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|314|2026-04-03|SALARY
2026-04-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,419.33,PAYROLL TAXES,PAYROLL TAXES,2026-04-03,2026-04-03,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428873,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|419|2026-04-03|PAYROLLTAXES
2026-04-03,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,770.38,SALARY,"HOLMES, JARREK R.",2026-04-03,2026-04-03,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428866,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|770|2026-04-03|SALARY
2026-04-01,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,61.39,LIFE INSURANCE,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,2026-04-01,2026-04-01,2026-05-19,F3X,processed,1976650,https://docquery.fec.gov/cgi-bin/fecimg/?202605199867428866,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|61|2026-04-01|LIFEINSURANCE
2026-03-30,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,3.64,WORKERS' COMPENSATION INSURANCE,NEXT INSURANCE,2026-03-30,2026-03-30,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561220,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|3|2026-03-30|WORKERSCOMPENSATIONINSUR
2026-03-30,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,129.35,PAYROLL TAXES,PAYROLL TAXES,2026-03-30,2026-03-30,2026-04-15,F3X,processed,1964216,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857531870,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|129|2026-03-30|PAYROLLTAXES
2026-03-30,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,232.74,SALARY,"DE LA CRUZ, DARIUS",2026-03-30,2026-03-30,2026-04-15,F3X,processed,1964216,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857531867,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|232|2026-03-30|SALARY
2026-03-27,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,485.00,ROOM RENTAL FOR CANVASSERS,"HOLMES, JARREK R.",2026-03-27,2026-03-27,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561218,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|485|2026-03-27|ROOMRENTALFORCANVASSERS
2026-03-27,disseminated,Gabe Evans,Oppose,Friendly,LGBTQ CONNECTION PAC,1326.97,TRAVEL EXPENSES FOR CANVASSER,"DE LA CRUZ, DARIUS",2026-03-27,2026-03-27,2026-04-15,F3X,processed,1964216,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857531867,C00722884,H4CO08034,,,2026-09-07T21:55:06+00:00,C00722884|H4CO08034|O|1326|2026-03-27|TRAVELEXPENSESFORCANVASS
2026-03-26,disseminated,Gabe Evans,Oppose,Friendly,PLANNED PARENTHOOD VOTES,15.03,STAFF TIME FOR VOTER COMMUNICATIONS,"PLANNED PARENTHOOD ACTION FUND, INC.",2026-03-26,2026-03-26,2026-04-20,F3X,processed,1969996,https://docquery.fec.gov/cgi-bin/fecimg/?202604209863280601,C00489799,H4CO08034,,,2026-09-07T21:55:06+00:00,C00489799|H4CO08034|O|15|2026-03-26|STAFFTIMEFORVOTERCOMMUNI
2026-03-24,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,150.00,PRINT ADVERTISEMENT,"HOLMES, JARREK R.",2026-03-24,2026-03-24,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561217,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|150|2026-03-24|PRINTADVERTISEMENT
2026-03-24,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,250.00,CAMPAIGN CONSULTING,"GOMELSKY, SOPHIA",2026-03-24,2026-03-24,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561210,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|250|2026-03-24|CAMPAIGNCONSULTING
2026-03-24,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,560.00,ROOM RENTAL FOR CANVASSERS,"HOLMES, JARREK R.",2026-03-24,2026-03-24,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561217,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|560|2026-03-24|ROOMRENTALFORCANVASSERS
2026-03-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,69.82,FOOD FOR CANVASSERS,"PRYOR-LEASE, RACHEL",2026-03-23,2026-03-23,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561222,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|69|2026-03-23|FOODFORCANVASSERS
2026-03-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,243.86,OFFICE SUPPLIES,"PRYOR-LEASE, RACHEL",2026-03-23,2026-03-23,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561222,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|243|2026-03-23|OFFICESUPPLIES
2026-03-23,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,1821.63,ROOM RENTAL FOR CANVASSERS,"HOLMES, JARREK R.",2026-03-23,2026-03-23,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561216,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|1821|2026-03-23|ROOMRENTALFORCANVASSERS
2026-03-23,disseminated,Gabe Evans,Support,Unfriendly,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",5740.97,DOORHANGER PRODUCTION,FCG MAIL LLC,2026-03-23,2026-03-23,2026-03-25,F24,processed,1956194,https://docquery.fec.gov/cgi-bin/fecimg/?202603259856844740,C00687103,H4CO08034,,,2026-09-07T21:55:06+00:00,C00687103|H4CO08034|S|5740|2026-03-23|DOORHANGERPRODUCTION
2026-03-20,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,189.90,FOOD FOR CANVASSERS,"YOUNG, ELIZABETH",2026-03-20,2026-03-20,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561223,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|189|2026-03-20|FOODFORCANVASSERS
2026-03-20,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,245.35,SALARY,"PRYOR-LEASE, RACHEL",2026-03-20,2026-03-20,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561221,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|245|2026-03-20|SALARY
2026-03-20,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,653.03,PAYROLL TAXES,PAYROLL TAXES,2026-03-20,2026-03-20,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561221,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|653|2026-03-20|PAYROLLTAXES
2026-03-20,disseminated,Gabe Evans,Oppose,Friendly,TRUST BRIGADE,772.29,SALARY,"HOLMES, JARREK R.",2026-03-20,2026-03-20,2026-04-15,F3X,processed,1966305,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862561216,C00914689,H4CO08034,,,2026-09-07T21:55:06+00:00,C00914689|H4CO08034|O|772|2026-03-20|SALARY
